BASE_URL_1,BASE_URL_2,BASE_URL_3,CATALOG_ID,,,USERNAME,PASSWORD
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain11,@certaindevoutlook.onmicrosoft.com,Certain11@certaindevoutlook.onmicrosoft.com,Niatrec11
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain12,@certaindevoutlook.onmicrosoft.com,Certain12@certaindevoutlook.onmicrosoft.com,Niatrec12
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain13,@certaindevoutlook.onmicrosoft.com,Certain13@certaindevoutlook.onmicrosoft.com,Niatrec13
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain14,@certaindevoutlook.onmicrosoft.com,Certain14@certaindevoutlook.onmicrosoft.com,Niatrec14
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain15,@certaindevoutlook.onmicrosoft.com,Certain15@certaindevoutlook.onmicrosoft.com,Niatrec15
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain16,@certaindevoutlook.onmicrosoft.com,Certain16@certaindevoutlook.onmicrosoft.com,Niatrec16
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain17,@certaindevoutlook.onmicrosoft.com,Certain17@certaindevoutlook.onmicrosoft.com,Niatrec17
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain18,@certaindevoutlook.onmicrosoft.com,Certain18@certaindevoutlook.onmicrosoft.com,Niatrec18
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain19,@certaindevoutlook.onmicrosoft.com,Certain19@certaindevoutlook.onmicrosoft.com,Niatrec19
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain20,@certaindevoutlook.onmicrosoft.com,Certain20@certaindevoutlook.onmicrosoft.com,Niatrec20
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain21,@certaindevoutlook.onmicrosoft.com,Certain21@certaindevoutlook.onmicrosoft.com,Niatrec21
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain22,@certaindevoutlook.onmicrosoft.com,Certain22@certaindevoutlook.onmicrosoft.com,Niatrec22
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain23,@certaindevoutlook.onmicrosoft.com,Certain23@certaindevoutlook.onmicrosoft.com,Niatrec23
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain24,@certaindevoutlook.onmicrosoft.com,Certain24@certaindevoutlook.onmicrosoft.com,Niatrec24
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain25,@certaindevoutlook.onmicrosoft.com,Certain25@certaindevoutlook.onmicrosoft.com,Niatrec25
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain26,@certaindevoutlook.onmicrosoft.com,Certain26@certaindevoutlook.onmicrosoft.com,Niatrec26
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain27,@certaindevoutlook.onmicrosoft.com,Certain27@certaindevoutlook.onmicrosoft.com,Niatrec27
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain28,@certaindevoutlook.onmicrosoft.com,Certain28@certaindevoutlook.onmicrosoft.com,Niatrec28
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain29,@certaindevoutlook.onmicrosoft.com,Certain29@certaindevoutlook.onmicrosoft.com,Niatrec29
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain30,@certaindevoutlook.onmicrosoft.com,Certain30@certaindevoutlook.onmicrosoft.com,Niatrec30
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain31,@certaindevoutlook.onmicrosoft.com,Certain31@certaindevoutlook.onmicrosoft.com,Niatrec31
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain32,@certaindevoutlook.onmicrosoft.com,Certain32@certaindevoutlook.onmicrosoft.com,Niatrec32
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain33,@certaindevoutlook.onmicrosoft.com,Certain33@certaindevoutlook.onmicrosoft.com,Niatrec33
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain34,@certaindevoutlook.onmicrosoft.com,Certain34@certaindevoutlook.onmicrosoft.com,Niatrec34
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain35,@certaindevoutlook.onmicrosoft.com,Certain35@certaindevoutlook.onmicrosoft.com,Niatrec35
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain36,@certaindevoutlook.onmicrosoft.com,Certain36@certaindevoutlook.onmicrosoft.com,Niatrec36
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain37,@certaindevoutlook.onmicrosoft.com,Certain37@certaindevoutlook.onmicrosoft.com,Niatrec37
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain38,@certaindevoutlook.onmicrosoft.com,Certain38@certaindevoutlook.onmicrosoft.com,Niatrec38
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain39,@certaindevoutlook.onmicrosoft.com,Certain39@certaindevoutlook.onmicrosoft.com,Niatrec39
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain40,@certaindevoutlook.onmicrosoft.com,Certain40@certaindevoutlook.onmicrosoft.com,Niatrec40
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain41,@certaindevoutlook.onmicrosoft.com,Certain41@certaindevoutlook.onmicrosoft.com,Niatrec41
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain42,@certaindevoutlook.onmicrosoft.com,Certain42@certaindevoutlook.onmicrosoft.com,Niatrec42
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain43,@certaindevoutlook.onmicrosoft.com,Certain43@certaindevoutlook.onmicrosoft.com,Niatrec43
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain44,@certaindevoutlook.onmicrosoft.com,Certain44@certaindevoutlook.onmicrosoft.com,Niatrec44
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain45,@certaindevoutlook.onmicrosoft.com,Certain45@certaindevoutlook.onmicrosoft.com,Niatrec45
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain46,@certaindevoutlook.onmicrosoft.com,Certain46@certaindevoutlook.onmicrosoft.com,Niatrec46
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain47,@certaindevoutlook.onmicrosoft.com,Certain47@certaindevoutlook.onmicrosoft.com,Niatrec47
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain48,@certaindevoutlook.onmicrosoft.com,Certain48@certaindevoutlook.onmicrosoft.com,Niatrec48
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain49,@certaindevoutlook.onmicrosoft.com,Certain49@certaindevoutlook.onmicrosoft.com,Niatrec49
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain50,@certaindevoutlook.onmicrosoft.com,Certain50@certaindevoutlook.onmicrosoft.com,Niatrec50
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain51,@certaindevoutlook.onmicrosoft.com,Certain51@certaindevoutlook.onmicrosoft.com,Niatrec51
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain52,@certaindevoutlook.onmicrosoft.com,Certain52@certaindevoutlook.onmicrosoft.com,Niatrec52
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain53,@certaindevoutlook.onmicrosoft.com,Certain53@certaindevoutlook.onmicrosoft.com,Niatrec53
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain54,@certaindevoutlook.onmicrosoft.com,Certain54@certaindevoutlook.onmicrosoft.com,Niatrec54
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain55,@certaindevoutlook.onmicrosoft.com,Certain55@certaindevoutlook.onmicrosoft.com,Niatrec55
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain56,@certaindevoutlook.onmicrosoft.com,Certain56@certaindevoutlook.onmicrosoft.com,Niatrec56
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain57,@certaindevoutlook.onmicrosoft.com,Certain57@certaindevoutlook.onmicrosoft.com,Niatrec57
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain58,@certaindevoutlook.onmicrosoft.com,Certain58@certaindevoutlook.onmicrosoft.com,Niatrec58
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain59,@certaindevoutlook.onmicrosoft.com,Certain59@certaindevoutlook.onmicrosoft.com,Niatrec59
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain60,@certaindevoutlook.onmicrosoft.com,Certain60@certaindevoutlook.onmicrosoft.com,Niatrec60
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain61,@certaindevoutlook.onmicrosoft.com,Certain61@certaindevoutlook.onmicrosoft.com,Niatrec61
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain62,@certaindevoutlook.onmicrosoft.com,Certain62@certaindevoutlook.onmicrosoft.com,Niatrec62
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain63,@certaindevoutlook.onmicrosoft.com,Certain63@certaindevoutlook.onmicrosoft.com,Niatrec63
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain64,@certaindevoutlook.onmicrosoft.com,Certain64@certaindevoutlook.onmicrosoft.com,Niatrec64
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain65,@certaindevoutlook.onmicrosoft.com,Certain65@certaindevoutlook.onmicrosoft.com,Niatrec65
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain66,@certaindevoutlook.onmicrosoft.com,Certain66@certaindevoutlook.onmicrosoft.com,Niatrec66
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain67,@certaindevoutlook.onmicrosoft.com,Certain67@certaindevoutlook.onmicrosoft.com,Niatrec67
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain68,@certaindevoutlook.onmicrosoft.com,Certain68@certaindevoutlook.onmicrosoft.com,Niatrec68
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain69,@certaindevoutlook.onmicrosoft.com,Certain69@certaindevoutlook.onmicrosoft.com,Niatrec69
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain70,@certaindevoutlook.onmicrosoft.com,Certain70@certaindevoutlook.onmicrosoft.com,Niatrec70
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain71,@certaindevoutlook.onmicrosoft.com,Certain71@certaindevoutlook.onmicrosoft.com,Niatrec71
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain72,@certaindevoutlook.onmicrosoft.com,Certain72@certaindevoutlook.onmicrosoft.com,Niatrec72
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain73,@certaindevoutlook.onmicrosoft.com,Certain73@certaindevoutlook.onmicrosoft.com,Niatrec73
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain74,@certaindevoutlook.onmicrosoft.com,Certain74@certaindevoutlook.onmicrosoft.com,Niatrec74
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain75,@certaindevoutlook.onmicrosoft.com,Certain75@certaindevoutlook.onmicrosoft.com,Niatrec75
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain76,@certaindevoutlook.onmicrosoft.com,Certain76@certaindevoutlook.onmicrosoft.com,Niatrec76
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain77,@certaindevoutlook.onmicrosoft.com,Certain77@certaindevoutlook.onmicrosoft.com,Niatrec77
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain78,@certaindevoutlook.onmicrosoft.com,Certain78@certaindevoutlook.onmicrosoft.com,Niatrec78
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain79,@certaindevoutlook.onmicrosoft.com,Certain79@certaindevoutlook.onmicrosoft.com,Niatrec79
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain80,@certaindevoutlook.onmicrosoft.com,Certain80@certaindevoutlook.onmicrosoft.com,Niatrec80
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain81,@certaindevoutlook.onmicrosoft.com,Certain81@certaindevoutlook.onmicrosoft.com,Niatrec81
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain82,@certaindevoutlook.onmicrosoft.com,Certain82@certaindevoutlook.onmicrosoft.com,Niatrec82
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain83,@certaindevoutlook.onmicrosoft.com,Certain83@certaindevoutlook.onmicrosoft.com,Niatrec83
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain84,@certaindevoutlook.onmicrosoft.com,Certain84@certaindevoutlook.onmicrosoft.com,Niatrec84
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain85,@certaindevoutlook.onmicrosoft.com,Certain85@certaindevoutlook.onmicrosoft.com,Niatrec85
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain86,@certaindevoutlook.onmicrosoft.com,Certain86@certaindevoutlook.onmicrosoft.com,Niatrec86
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain87,@certaindevoutlook.onmicrosoft.com,Certain87@certaindevoutlook.onmicrosoft.com,Niatrec87
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain88,@certaindevoutlook.onmicrosoft.com,Certain88@certaindevoutlook.onmicrosoft.com,Niatrec88
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain89,@certaindevoutlook.onmicrosoft.com,Certain89@certaindevoutlook.onmicrosoft.com,Niatrec89
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain90,@certaindevoutlook.onmicrosoft.com,Certain90@certaindevoutlook.onmicrosoft.com,Niatrec90
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain91,@certaindevoutlook.onmicrosoft.com,Certain91@certaindevoutlook.onmicrosoft.com,Niatrec91
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain92,@certaindevoutlook.onmicrosoft.com,Certain92@certaindevoutlook.onmicrosoft.com,Niatrec92
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain93,@certaindevoutlook.onmicrosoft.com,Certain93@certaindevoutlook.onmicrosoft.com,Niatrec93
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain94,@certaindevoutlook.onmicrosoft.com,Certain94@certaindevoutlook.onmicrosoft.com,Niatrec94
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain95,@certaindevoutlook.onmicrosoft.com,Certain95@certaindevoutlook.onmicrosoft.com,Niatrec95
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain96,@certaindevoutlook.onmicrosoft.com,Certain96@certaindevoutlook.onmicrosoft.com,Niatrec96
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain97,@certaindevoutlook.onmicrosoft.com,Certain97@certaindevoutlook.onmicrosoft.com,Niatrec97
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain98,@certaindevoutlook.onmicrosoft.com,Certain98@certaindevoutlook.onmicrosoft.com,Niatrec98
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain99,@certaindevoutlook.onmicrosoft.com,Certain99@certaindevoutlook.onmicrosoft.com,Niatrec99
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain100,@certaindevoutlook.onmicrosoft.com,Certain100@certaindevoutlook.onmicrosoft.com,Niatrec100
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain101,@certaindevoutlook.onmicrosoft.com,Certain101@certaindevoutlook.onmicrosoft.com,Niatrec101
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain102,@certaindevoutlook.onmicrosoft.com,Certain102@certaindevoutlook.onmicrosoft.com,Niatrec102
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain103,@certaindevoutlook.onmicrosoft.com,Certain103@certaindevoutlook.onmicrosoft.com,Niatrec103
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain104,@certaindevoutlook.onmicrosoft.com,Certain104@certaindevoutlook.onmicrosoft.com,Niatrec104
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain105,@certaindevoutlook.onmicrosoft.com,Certain105@certaindevoutlook.onmicrosoft.com,Niatrec105
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain106,@certaindevoutlook.onmicrosoft.com,Certain106@certaindevoutlook.onmicrosoft.com,Niatrec106
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain107,@certaindevoutlook.onmicrosoft.com,Certain107@certaindevoutlook.onmicrosoft.com,Niatrec107
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain108,@certaindevoutlook.onmicrosoft.com,Certain108@certaindevoutlook.onmicrosoft.com,Niatrec108
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain109,@certaindevoutlook.onmicrosoft.com,Certain109@certaindevoutlook.onmicrosoft.com,Niatrec109
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain110,@certaindevoutlook.onmicrosoft.com,Certain110@certaindevoutlook.onmicrosoft.com,Niatrec110
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain111,@certaindevoutlook.onmicrosoft.com,Certain111@certaindevoutlook.onmicrosoft.com,Niatrec111
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain112,@certaindevoutlook.onmicrosoft.com,Certain112@certaindevoutlook.onmicrosoft.com,Niatrec112
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain113,@certaindevoutlook.onmicrosoft.com,Certain113@certaindevoutlook.onmicrosoft.com,Niatrec113
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain114,@certaindevoutlook.onmicrosoft.com,Certain114@certaindevoutlook.onmicrosoft.com,Niatrec114
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain115,@certaindevoutlook.onmicrosoft.com,Certain115@certaindevoutlook.onmicrosoft.com,Niatrec115
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain116,@certaindevoutlook.onmicrosoft.com,Certain116@certaindevoutlook.onmicrosoft.com,Niatrec116
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain117,@certaindevoutlook.onmicrosoft.com,Certain117@certaindevoutlook.onmicrosoft.com,Niatrec117
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain118,@certaindevoutlook.onmicrosoft.com,Certain118@certaindevoutlook.onmicrosoft.com,Niatrec118
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain119,@certaindevoutlook.onmicrosoft.com,Certain119@certaindevoutlook.onmicrosoft.com,Niatrec119
qaautomation8.certain.com,ssodev.certain.com,login.microsoftonline.com,1AFFA61C-9C32-4841-90F4-F626B964E775,Certain120,@certaindevoutlook.onmicrosoft.com,Certain120@certaindevoutlook.onmicrosoft.com,Niatrec120
